,open,high,low,close,adjclose,volume,ticker
2008-01-31,5140.60009765625,5545.2001953125,4803.60009765625,5223.5,5223.5,0,^NSEI
2008-02-29,5222.7998046875,5222.7998046875,4468.5498046875,4734.5,4734.5,0,^NSEI
2008-03-31,4735.64990234375,5230.75,4628.75,5165.89990234375,5165.89990234375,0,^NSEI
2008-04-30,5265.2998046875,5298.85009765625,4801.89990234375,4870.10009765625,4870.10009765625,0,^NSEI
2008-05-31,4869.25,4908.7998046875,4021.699951171875,4040.550048828125,4040.550048828125,0,^NSEI
2008-06-30,4039.75,4539.4501953125,3790.199951171875,4332.9501953125,4332.9501953125,0,^NSEI
2008-07-31,4331.60009765625,4649.85009765625,4201.85009765625,4360.0,4360.0,0,^NSEI
2008-08-31,4356.10009765625,4558.0,3715.050048828125,3921.199951171875,3921.199951171875,0,^NSEI
2008-09-30,3921.85009765625,4000.5,2252.75,2885.60009765625,2885.60009765625,0,^NSEI
2008-10-31,2885.39990234375,3240.550048828125,2502.89990234375,2755.10009765625,2755.10009765625,0,^NSEI
2008-11-30,2755.14990234375,3110.449951171875,2570.699951171875,2959.14990234375,2959.14990234375,0,^NSEI
2008-12-31,2963.300048828125,3147.199951171875,2661.64990234375,2874.800048828125,2874.800048828125,0,^NSEI
2009-01-31,2872.35009765625,2969.75,2677.550048828125,2763.64990234375,2763.64990234375,0,^NSEI
2009-02-28,2764.60009765625,3123.35009765625,2539.449951171875,3020.949951171875,3020.949951171875,0,^NSEI
2009-03-31,3023.85009765625,3517.25,2965.699951171875,3473.949951171875,3473.949951171875,0,^NSEI
2009-04-30,3478.699951171875,4509.39990234375,3478.699951171875,4448.9501953125,4448.9501953125,0,^NSEI
2009-05-31,4450.39990234375,4693.2001953125,4143.25,4291.10009765625,4291.10009765625,0,^NSEI
2009-06-30,4292.2998046875,4669.75,3918.75,4636.4501953125,4636.4501953125,0,^NSEI
2009-07-31,4633.7998046875,4743.75,4353.4501953125,4662.10009765625,4662.10009765625,0,^NSEI
2009-08-31,4662.2001953125,5087.60009765625,4576.60009765625,5083.9501953125,5083.9501953125,0,^NSEI
2009-09-30,5087.2001953125,5181.9501953125,4687.5,4711.7001953125,4711.7001953125,0,^NSEI
2009-10-31,4712.25,5138.0,4538.5,5032.7001953125,5032.7001953125,0,^NSEI
2009-11-30,5039.7001953125,5221.85009765625,4943.9501953125,5201.0498046875,5201.0498046875,0,^NSEI
2009-12-31,5200.89990234375,5310.85009765625,4766.0,4882.0498046875,4882.0498046875,0,^NSEI
2010-01-31,4882.0498046875,4992.0,4675.39990234375,4922.2998046875,4922.2998046875,0,^NSEI
2010-02-28,4935.60009765625,5329.5498046875,4935.35009765625,5249.10009765625,5249.10009765625,0,^NSEI
2010-03-31,5249.2001953125,5399.64990234375,5160.89990234375,5278.0,5278.0,0,^NSEI
2010-04-30,5278.39990234375,5278.7001953125,4786.4501953125,5086.2998046875,5086.2998046875,0,^NSEI
2010-05-31,5086.25,5366.75,4961.0498046875,5312.5,5312.5,0,^NSEI
2010-06-30,5312.0498046875,5477.5,5225.60009765625,5367.60009765625,5367.60009765625,0,^NSEI
2010-07-31,5369.5498046875,5549.7998046875,5348.89990234375,5402.39990234375,5402.39990234375,0,^NSEI
2010-08-31,5403.0498046875,6073.5,5403.0498046875,6029.9501953125,6029.9501953125,0,^NSEI
2010-09-30,6030.2998046875,6284.10009765625,5937.10009765625,6017.7001953125,6017.7001953125,0,^NSEI
2010-10-31,6092.2998046875,6338.5,5690.35009765625,5862.7001953125,5862.7001953125,0,^NSEI
2010-11-30,5871.0,6147.2998046875,5721.14990234375,6134.5,6134.5,0,^NSEI
2010-12-31,6177.4501953125,6181.0498046875,5416.64990234375,5505.89990234375,5505.89990234375,0,^NSEI
2011-01-31,5537.2998046875,5599.25,5177.7001953125,5333.25,5333.25,0,^NSEI
2011-02-28,5382.0,5872.0,5348.2001953125,5833.75,5833.75,0,^NSEI
2011-03-31,5835.0,5944.4501953125,5693.25,5749.5,5749.5,0,^NSEI
2011-04-30,5766.89990234375,5775.25,5328.7001953125,5473.10009765625,5473.10009765625,0,^NSEI
2011-05-31,5561.0498046875,5657.89990234375,5195.89990234375,5647.39990234375,5647.39990234375,0,^NSEI
2011-06-30,5705.75,5740.39990234375,5453.9501953125,5482.0,5482.0,0,^NSEI
2011-07-31,5527.5,5551.89990234375,4720.0,5001.0,5001.0,0,^NSEI
2011-08-31,5109.7998046875,5169.25,4758.85009765625,4943.25,4943.25,0,^NSEI
2011-09-30,4874.39990234375,5399.7001953125,4728.2998046875,5326.60009765625,5326.60009765625,0,^NSEI
2011-10-31,5278.60009765625,5326.4501953125,4640.9501953125,4832.0498046875,4832.0498046875,0,^NSEI
2011-11-30,4970.85009765625,5099.25,4531.14990234375,4624.2998046875,4624.2998046875,0,^NSEI
2011-12-31,4675.7998046875,5217.0,4675.7998046875,5199.25,5199.25,0,^NSEI
2012-01-31,5198.14990234375,5629.9501953125,5159.0,5385.2001953125,5385.2001953125,0,^NSEI
2012-02-29,5366.0,5499.39990234375,5135.9501953125,5295.5498046875,5295.5498046875,0,^NSEI
2012-03-31,5296.35009765625,5378.75,5154.2998046875,5248.14990234375,5248.14990234375,0,^NSEI
2012-04-30,5254.2998046875,5279.60009765625,4788.9501953125,4924.25,4924.25,0,^NSEI
2012-05-31,4910.85009765625,5286.25,4770.35009765625,5278.89990234375,5278.89990234375,0,^NSEI
2012-06-30,5283.85009765625,5348.5498046875,5032.39990234375,5229.0,5229.0,0,^NSEI
2012-07-31,5220.7001953125,5448.60009765625,5164.64990234375,5258.5,5258.5,0,^NSEI
2012-08-31,5276.5,5735.14990234375,5215.7001953125,5703.2998046875,5703.2998046875,0,^NSEI
2012-09-30,5704.75,5815.35009765625,4888.2001953125,5619.7001953125,5619.7001953125,0,^NSEI
2012-10-31,5609.85009765625,5885.25,5548.35009765625,5879.85009765625,5879.85009765625,0,^NSEI
2012-11-30,5878.25,5965.14990234375,5823.14990234375,5905.10009765625,5905.10009765625,0,^NSEI
2012-12-31,5982.60009765625,6111.7998046875,5940.60009765625,6034.75,6034.75,1293100,^NSEI
2013-01-31,6040.9501953125,6052.9501953125,5671.89990234375,5693.0498046875,5693.0498046875,3081200,^NSEI
2013-02-28,5702.4501953125,5971.2001953125,5604.85009765625,5682.5498046875,5682.5498046875,2879100,^NSEI
2013-03-31,5697.35009765625,5962.2998046875,5477.2001953125,5930.2001953125,5930.2001953125,2725300,^NSEI
2013-04-30,5911.39990234375,6229.4501953125,5910.9501953125,5985.9501953125,5985.9501953125,3077100,^NSEI
2013-05-31,5997.35009765625,6011.0,5566.25,5842.2001953125,5842.2001953125,2981700,^NSEI
2013-06-30,5834.10009765625,6093.35009765625,5675.75,5742.0,5742.0,3519500,^NSEI
2013-07-31,5776.89990234375,5808.5,5118.85009765625,5471.7998046875,5471.7998046875,5011800,^NSEI
2013-08-31,5480.25,6142.5,5318.89990234375,5735.2998046875,5735.2998046875,4485900,^NSEI
2013-09-30,5756.10009765625,6309.0498046875,5700.9501953125,6299.14990234375,6299.14990234375,3840600,^NSEI
2013-10-31,6289.75,6332.60009765625,5972.4501953125,6176.10009765625,6176.10009765625,3008100,^NSEI
2013-11-30,6171.14990234375,6415.25,6129.9501953125,6304.0,6304.0,3616400,^NSEI
2013-12-31,6301.25,6358.2998046875,6027.25,6089.5,6089.5,3280800,^NSEI
2014-01-31,6058.7998046875,6282.7001953125,5933.2998046875,6276.9501953125,6276.9501953125,2688200,^NSEI
2014-02-28,6264.35009765625,6730.0498046875,6212.25,6704.2001953125,6704.2001953125,3853200,^NSEI
2014-03-31,6729.5,6869.85009765625,6650.39990234375,6696.39990234375,6696.39990234375,2672300,^NSEI
2014-04-30,6709.9501953125,7563.5,6638.5498046875,7229.9501953125,7229.9501953125,4282600,^NSEI
2014-05-31,7264.0498046875,7700.0498046875,7239.5,7611.35009765625,7611.35009765625,3619400,^NSEI
2014-06-30,7629.0,7840.9501953125,7422.14990234375,7721.2998046875,7721.2998046875,3315500,^NSEI
2014-07-31,7662.5,7968.25,7540.10009765625,7954.35009765625,7954.35009765625,2481800,^NSEI
2014-08-31,7990.35009765625,8180.2001953125,7841.7998046875,7964.7998046875,7964.7998046875,2931900,^NSEI
2014-09-30,7960.5,8330.75,7723.85009765625,8322.2001953125,8322.2001953125,2696600,^NSEI
2014-10-31,8348.150390625,8617.0,8290.25,8588.25,8588.25,2698000,^NSEI
2014-11-30,8605.099609375,8626.9501953125,7961.35009765625,8282.7001953125,8282.7001953125,3148800,^NSEI
2014-12-31,8288.7001953125,8996.599609375,8065.4501953125,8808.900390625,8808.900390625,3373200,^NSEI
2015-01-31,8802.5,8913.4501953125,8470.5,8844.599609375,8844.599609375,3430800,^NSEI
2015-02-28,8953.849609375,9119.2001953125,8269.150390625,8491.0,8491.0,3727800,^NSEI
2015-03-31,8483.7001953125,8841.650390625,8144.75,8181.5,8181.5,3108200,^NSEI
2015-04-30,8230.0498046875,8489.5498046875,7997.14990234375,8433.650390625,8433.650390625,3384800,^NSEI
2015-05-31,8417.25,8467.150390625,7940.2998046875,8368.5,8368.5,3156900,^NSEI
2015-06-30,8376.25,8654.75,8315.400390625,8532.849609375,8532.849609375,3097900,^NSEI
2015-07-31,8510.650390625,8621.5498046875,7667.25,7971.2998046875,7971.2998046875,3939200,^NSEI
2015-08-31,7907.9501953125,8055.0,7539.5,7948.89990234375,7948.89990234375,3436500,^NSEI
2015-09-30,7992.0498046875,8336.2998046875,7930.64990234375,8065.7998046875,8065.7998046875,3364200,^NSEI
2015-10-31,8054.5498046875,8116.10009765625,7714.14990234375,7935.25,7935.25,2868500,^NSEI
2015-11-30,7958.14990234375,7979.2998046875,7551.0498046875,7946.35009765625,7946.35009765625,3026200,^NSEI
2015-12-31,7924.5498046875,7937.5498046875,7241.5,7563.5498046875,7563.5498046875,3781100,^NSEI
2016-01-31,7589.5,7600.4501953125,6825.7998046875,6987.0498046875,6987.0498046875,5170500,^NSEI
2016-02-29,7038.25,7777.60009765625,7035.10009765625,7738.39990234375,7738.39990234375,4809600,^NSEI
2016-03-31,7718.0498046875,7992.0,7516.85009765625,7849.7998046875,7849.7998046875,3538800,^NSEI
2016-04-30,7822.7001953125,8213.599609375,7678.35009765625,8160.10009765625,8160.10009765625,4361300,^NSEI
2016-05-31,8179.2001953125,8308.150390625,7927.0498046875,8287.75,8287.75,4193500,^NSEI
2016-06-30,8313.0498046875,8674.7001953125,8287.5498046875,8638.5,8638.5,3321700,^NSEI
2016-07-31,8654.2998046875,8819.2001953125,8518.150390625,8786.2001953125,8786.2001953125,3826100,^NSEI
2016-08-31,8793.599609375,8968.7001953125,8555.2001953125,8611.150390625,8611.150390625,3900400,^NSEI
2016-09-30,8666.150390625,8806.9501953125,8506.150390625,8638.0,8638.0,3165200,^NSEI
2016-10-31,8653.150390625,8669.599609375,7916.39990234375,8224.5,8224.5,4585400,^NSEI
2016-11-30,8244.0,8274.9501953125,7893.7998046875,8185.7998046875,8185.7998046875,3118800,^NSEI
2016-12-31,8210.099609375,8672.7001953125,8133.7998046875,8561.2998046875,8561.2998046875,4009100,^NSEI
2017-01-31,8570.349609375,8982.150390625,8537.5,8879.599609375,8879.599609375,4398500,^NSEI
2017-02-28,8904.400390625,9218.400390625,8860.099609375,9173.75,9173.75,4835000,^NSEI
2017-03-31,9220.599609375,9367.150390625,9075.150390625,9304.0498046875,9304.0498046875,2931300,^NSEI
2017-04-30,9339.849609375,9649.599609375,9269.900390625,9621.25,9621.25,4541800,^NSEI
2017-05-31,9603.5498046875,9709.2998046875,9448.75,9520.900390625,9520.900390625,3558000,^NSEI
2017-06-30,9587.9501953125,10114.849609375,9543.5498046875,10077.099609375,10077.099609375,3732400,^NSEI
2017-07-31,10101.0498046875,10137.849609375,9685.5498046875,9917.900390625,9917.900390625,4168000,^NSEI
2017-08-31,9937.650390625,10178.9501953125,9687.5498046875,9788.599609375,9788.599609375,4165300,^NSEI
2017-09-30,9893.2998046875,10384.5,9831.0498046875,10335.2998046875,10335.2998046875,4500300,^NSEI
2017-10-31,10390.349609375,10490.4501953125,10094.0,10226.5498046875,10226.5498046875,4650900,^NSEI
2017-11-30,10263.7001953125,10552.400390625,10033.349609375,10530.7001953125,10530.7001953125,3504400,^NSEI
2017-12-31,10477.5498046875,11171.5498046875,10404.650390625,11027.7001953125,11027.7001953125,4560600,^NSEI
2018-01-31,11044.5498046875,11117.349609375,10276.2998046875,10492.849609375,10492.849609375,4389900,^NSEI
2018-02-28,10479.9501953125,10525.5,9951.900390625,10113.7001953125,10113.7001953125,4389100,^NSEI
2018-03-31,10151.650390625,10759.0,10111.2998046875,10739.349609375,10739.349609375,4499400,^NSEI
2018-04-30,10783.849609375,10929.2001953125,10417.7998046875,10736.150390625,10736.150390625,5142500,^NSEI
2018-05-31,10738.4501953125,10893.25,10550.900390625,10714.2998046875,10714.2998046875,4683800,^NSEI
2018-06-30,10732.349609375,11366.0,10604.650390625,11356.5,11356.5,4648500,^NSEI
2018-07-31,11359.7998046875,11760.2001953125,11234.9501953125,11680.5,11680.5,4923000,^NSEI
2018-08-31,11751.7998046875,11751.7998046875,10850.2998046875,10930.4501953125,10930.4501953125,5151800,^NSEI
2018-09-30,10930.900390625,11035.650390625,10004.5498046875,10386.599609375,10386.599609375,7030800,^NSEI
2018-10-31,10441.7001953125,10922.4501953125,10341.900390625,10876.75,10876.75,5318400,^NSEI
2018-11-30,10930.7001953125,10985.150390625,10333.849609375,10862.5498046875,10862.5498046875,6533100,^NSEI
2018-12-31,10868.849609375,10987.4501953125,10583.650390625,10830.9501953125,10830.9501953125,7273800,^NSEI
2019-01-31,10851.349609375,11118.099609375,10585.650390625,10792.5,10792.5,7461400,^NSEI
2019-02-28,10842.650390625,11630.349609375,10817.0,11623.900390625,11623.900390625,6857200,^NSEI
2019-03-31,11665.2001953125,11856.150390625,11549.099609375,11748.150390625,11748.150390625,6516900,^NSEI
2019-04-30,11725.5498046875,12041.150390625,11108.2998046875,11922.7998046875,11922.7998046875,8645600,^NSEI
2019-05-31,11953.75,12103.0498046875,11625.099609375,11788.849609375,11788.849609375,6788000,^NSEI
2019-06-30,11839.900390625,11981.75,10999.400390625,11118.0,11118.0,9988500,^NSEI
2019-07-31,11060.2001953125,11181.4501953125,10637.150390625,11023.25,11023.25,11153100,^NSEI
2019-08-31,10960.9501953125,11694.849609375,10670.25,11474.4501953125,11474.4501953125,12210000,^NSEI
2019-09-30,11515.400390625,11945.0,11090.150390625,11877.4501953125,11877.4501953125,15461000,^NSEI
2019-10-31,11886.599609375,12158.7998046875,11802.650390625,12056.0498046875,12056.0498046875,13178000,^NSEI
2019-11-30,12137.0498046875,12293.900390625,11832.2998046875,12168.4501953125,12168.4501953125,12549800,^NSEI
2019-12-31,12202.150390625,12430.5,11929.599609375,11962.099609375,11962.099609375,10965400,^NSEI
2020-01-31,11627.4501953125,12246.7001953125,11175.0498046875,11201.75,11201.75,10198200,^NSEI
2020-02-29,11387.349609375,11433.0,7511.10009765625,8597.75,8597.75,21303000,^NSEI
2020-03-31,8584.099609375,9889.0498046875,8055.7998046875,9859.900390625,9859.900390625,12736300,^NSEI
2020-04-30,9533.5,9598.849609375,8806.75,9580.2998046875,9580.2998046875,13675900,^NSEI
2020-05-31,9726.849609375,10553.150390625,9544.349609375,10302.099609375,10302.099609375,16778800,^NSEI
2020-06-30,10323.7998046875,11341.400390625,10299.599609375,11073.4501953125,11073.4501953125,14640200,^NSEI
2020-07-31,11057.5498046875,11794.25,10882.25,11387.5,11387.5,14035500,^NSEI
2020-08-31,11464.2998046875,11618.099609375,10790.2001953125,11247.5498046875,11247.5498046875,12928400,^NSEI
2020-09-30,11364.4501953125,12025.4501953125,11347.0498046875,11642.400390625,11642.400390625,11602500,^NSEI
2020-10-31,11697.349609375,13145.849609375,11557.400390625,12968.9501953125,12968.9501953125,13004600,^NSEI
2020-11-30,13062.2001953125,14024.849609375,12962.7998046875,13981.75,13981.75,12077600,^NSEI
2020-12-31,13996.099609375,14753.5498046875,13596.75,13634.599609375,13634.599609375,13119900,^NSEI
2021-01-31,13758.599609375,15431.75,13661.75,14529.150390625,14529.150390625,14313900,^NSEI
2021-02-28,14702.5,15336.2998046875,14264.400390625,14690.7001953125,14690.7001953125,9886800,^NSEI
2021-03-31,14798.400390625,15044.349609375,14151.400390625,14631.099609375,14631.099609375,9344700,^NSEI
2021-04-30,14481.0498046875,15606.349609375,14416.25,15582.7998046875,15582.7998046875,9859900,^NSEI
2021-05-31,15629.650390625,15915.650390625,15450.900390625,15721.5,15721.5,8079100,^NSEI
2021-06-30,15755.0498046875,15962.25,15513.4501953125,15763.0498046875,15763.0498046875,5756800,^NSEI
2021-07-31,15874.900390625,17153.5,15834.650390625,17132.19921875,17132.19921875,6349900,^NSEI
2021-08-31,17185.599609375,17947.650390625,17055.05078125,17618.150390625,17618.150390625,6955600,^NSEI
2021-09-30,17531.900390625,18604.44921875,17452.900390625,17671.650390625,17671.650390625,7651200,^NSEI
2021-10-31,17783.150390625,18210.150390625,16782.400390625,16983.19921875,16983.19921875,5853100,^NSEI
2021-11-30,17104.400390625,17639.5,16410.19921875,17354.05078125,17354.05078125,5499300,^NSEI
2021-12-31,17387.150390625,18350.94921875,16836.80078125,17339.849609375,17339.849609375,5435500,^NSEI
2022-01-31,17529.44921875,17794.599609375,17119.400390625,17213.599609375,17213.599609375,1410600,^NSEI
2022-02-09,17370.099609375,17421.5,17339.0,17414.849609375,17414.849609375,0,^NSEI
